Kp,R,Dst,ap,F107,RSF
0.7,197,1,3,179.9,No
0.7,197,-1,3,179.9,No
0.7,197,2,3,179.9,No
0.7,197,5,3,179.9,No
1,182,3,4,157.5,No
1,182,2,4,157.5,No
1,182,3,4,157.5,No
0.3,182,6,2,157.5,No
0.3,182,9,2,157.5,No
0.3,182,11,2,157.5,No
0.7,182,11,3,157.5,No
0.7,182,9,3,157.5,No
0.7,182,9,3,157.5,No
0.7,182,7,3,157.5,No
0.7,182,10,3,157.5,No
0.7,182,14,3,157.5,No
1.7,182,21,6,157.5,No
1.7,182,24,6,157.5,No
1.7,182,23,6,157.5,No
1.3,182,22,5,157.5,No
1.3,182,19,5,157.5,No
1.3,182,17,5,157.5,No
1.3,182,17,5,157.5,No
1.3,182,15,5,157.5,No
1.3,182,14,5,157.5,No
1.3,182,11,5,157.5,No
1.3,182,8,5,157.5,No
1.3,182,6,5,157.5,No
2,137,1,7,148,No
2,137,2,7,148,No
2,137,2,7,148,No
2,137,6,7,148,No
2,137,11,7,148,No
2,137,4,7,148,No
2.7,137,2,12,148,No
2.7,137,2,12,148,No
2.7,137,-5,12,148,No
1.3,137,-6,5,148,No
1.3,137,-2,5,148,No
1.3,137,0,5,148,No
1,137,-1,4,148,No
1,137,-1,4,148,No
1,137,-1,4,148,No
1.3,137,-1,5,148,No
1.3,137,0,5,148,No
1.3,137,-2,5,148,No
2,137,-5,7,148,No
2,137,-4,7,148,No
2,137,0,7,148,No
1,137,-2,4,148,No
1,137,-5,4,148,No
1,137,-2,4,148,No
1,74,-2,4,134.3,No
1,74,-4,4,134.3,No
1,74,-2,4,134.3,No
0.3,74,-2,2,134.3,No
0.3,74,-1,2,134.3,No
0.3,74,0,2,134.3,No
1,74,0,4,134.3,No
1,74,1,4,134.3,No
1,74,-1,4,134.3,No
1,74,-1,4,134.3,No
1,74,0,4,134.3,No
1,74,0,4,134.3,No
1,74,1,4,134.3,No
1,74,1,4,134.3,No
1,74,0,4,134.3,No
0.7,74,2,3,134.3,No
0.7,74,2,3,134.3,No
0.7,74,4,3,134.3,No
0.3,74,5,2,134.3,No
0.3,74,6,2,134.3,No
0.3,74,7,2,134.3,No
0.7,74,7,3,134.3,No
0.7,74,4,3,134.3,No
0.7,74,2,3,134.3,No
0.7,84,2,3,120.5,No
0.7,84,2,3,120.5,No
0.7,84,3,3,120.5,No
1.3,84,5,5,120.5,No
1.3,84,4,5,120.5,No
1.3,84,5,5,120.5,No
1,84,8,4,120.5,No
1,84,4,4,120.5,No
1,84,3,4,120.5,No
0.7,84,5,3,120.5,No
0.7,84,6,3,120.5,No
0.7,84,7,3,120.5,No
2,84,6,7,120.5,No
2,84,5,7,120.5,No
2,84,4,7,120.5,No
1.7,84,2,6,120.5,No
1.7,84,1,6,120.5,No
1.7,84,-2,6,120.5,No
1,84,-3,4,120.5,No
1,84,0,4,120.5,No
1,84,-1,4,120.5,No
1,84,0,4,120.5,No
1,84,-1,4,120.5,No
1,84,-6,4,120.5,No
2,95,-8,7,118,No
2,95,-9,7,118,No
2,95,-4,7,118,No
1.3,95,-2,5,118,No
1.3,95,1,5,118,No
1.3,95,-1,5,118,No
2.3,95,-3,9,118,No
2.3,95,-8,9,118,No
2.3,95,-15,9,118,No
1,95,-9,4,118,No
1,95,-4,4,118,No
1,95,1,4,118,No
1.3,95,5,5,118,No
1.3,95,8,5,118,No
1.3,95,8,5,118,No
1,95,9,4,118,No
1,95,9,4,118,No
1,95,9,4,118,No
2.3,95,8,9,118,No
2.3,95,10,9,118,No
2.3,95,5,9,118,No
3.3,95,-8,18,118,No
3.3,95,-14,18,118,No
3.3,95,-14,18,118,No
3,120,-23,15,114.4,No
3,120,-26,15,114.4,No
3,120,-25,15,114.4,No
2,120,-22,7,114.4,No
2,120,-18,7,114.4,No
2,120,-14,7,114.4,No
2.3,120,-17,9,114.4,No
2.3,120,-21,9,114.4,No
2.3,120,-22,9,114.4,No
2,120,-25,7,114.4,No
2,120,-22,7,114.4,No
2,120,-19,7,114.4,No
1.7,120,-15,6,114.4,No
1.7,120,-13,6,114.4,No
1.7,120,-14,6,114.4,No
3.3,120,-15,18,114.4,No
3.3,120,-22,18,114.4,No
3.3,120,-26,18,114.4,No
4,120,-24,27,114.4,No
4,120,-21,27,114.4,No
4,120,-14,27,114.4,No
4.7,120,-17,39,114.4,No
4.7,120,-34,39,114.4,No
4.7,120,-25,39,114.4,No
2.7,95,-14,12,114.7,No
2.7,95,-8,12,114.7,No
2.7,95,-9,12,114.7,No
3,95,-17,15,114.7,No
3,95,-13,15,114.7,No
3,95,-13,15,114.7,No
2.7,95,-11,12,114.7,No
2.7,95,-13,12,114.7,No
2.7,95,-18,12,114.7,No
1.3,95,-16,5,114.7,No
1.3,95,-13,5,114.7,No
1.3,95,-16,5,114.7,No
1.3,95,-14,5,114.7,No
1.3,95,-16,5,114.7,No
1.3,95,-16,5,114.7,No
1.7,95,-14,6,114.7,No
1.7,95,-14,6,114.7,No
1.7,95,-15,6,114.7,No
2,95,-15,7,114.7,No
2,95,-13,7,114.7,No
2,95,-15,7,114.7,No
2,95,-14,7,114.7,No
2,95,-14,7,114.7,No
2,95,-14,7,114.7,No
1.3,80,-14,5,105.5,No
1.3,80,-12,5,105.5,No
1.3,80,-11,5,105.5,No
1,80,-9,4,105.5,No
1,80,-8,4,105.5,No
1,80,-7,4,105.5,No
2.3,80,-8,9,105.5,No
2.3,80,-6,9,105.5,No
2.3,80,-7,9,105.5,No
2,80,-7,7,105.5,No
2,80,-5,7,105.5,No
2,80,-1,7,105.5,No
2.7,80,2,12,105.5,No
2.7,80,1,12,105.5,No
2.7,80,6,12,105.5,No
3,80,3,15,105.5,No
3,80,6,15,105.5,No
3,80,7,15,105.5,No
1.3,80,8,5,105.5,No
1.3,80,8,5,105.5,No
1.3,80,4,5,105.5,No
2,80,1,7,105.5,No
2,80,-4,7,105.5,No
2,80,-4,7,105.5,No
1.7,93,-1,6,104.5,No
1.7,93,4,6,104.5,No
1.7,93,9,6,104.5,No
2,93,9,7,104.5,No
2,93,5,7,104.5,No
2,93,2,7,104.5,No
2,93,0,7,104.5,No
2,93,-8,7,104.5,No
2,93,-17,7,104.5,No
1.7,93,-23,6,104.5,No
1.7,93,-21,6,104.5,No
1.7,93,-18,6,104.5,No
0.7,93,-18,3,104.5,No
0.7,93,-16,3,104.5,No
0.7,93,-16,3,104.5,No
0.7,93,-14,3,104.5,No
0.7,93,-13,3,104.5,No
0.7,93,-10,3,104.5,No
0,93,-9,0,104.5,No
0,93,-11,0,104.5,No
0,93,-13,0,104.5,No
0.7,93,-14,3,104.5,No
0.7,93,-12,3,104.5,No
0.7,93,-6,3,104.5,No
0.3,90,-3,2,97.3,No
0.3,90,-4,2,97.3,No
0.3,90,-4,2,97.3,No
1,90,-4,4,97.3,No
1,90,-6,4,97.3,No
1,90,-7,4,97.3,No
0.7,90,-6,3,97.3,No
0.7,90,-5,3,97.3,No
0.7,90,-5,3,97.3,No
0.3,90,-5,2,97.3,No
0.3,90,-4,2,97.3,No
0.3,90,-5,2,97.3,No
0.7,90,-5,3,97.3,No
0.7,90,-8,3,97.3,No
0.7,90,-9,3,97.3,No
0.7,90,-9,3,97.3,No
0.7,90,-8,3,97.3,No
0.7,90,-9,3,97.3,No
1,90,-9,4,97.3,No
1,90,-10,4,97.3,No
1,90,-14,4,97.3,No
1.3,90,-15,5,97.3,No
1.3,90,-13,5,97.3,No
1.3,90,-11,5,97.3,No
0.3,77,-9,2,95.6,No
0.3,77,-2,2,95.6,No
0.3,77,2,2,95.6,No
0.3,77,2,2,95.6,No
0.3,77,1,2,95.6,No
0.3,77,0,2,95.6,No
0.3,77,-2,2,95.6,No
0.3,77,-4,2,95.6,No
0.3,77,-5,2,95.6,No
0.3,77,-3,2,95.6,No
0.3,77,-3,2,95.6,No
0.3,77,-4,2,95.6,No
0.3,77,-3,2,95.6,No
0.3,77,0,2,95.6,No
0.3,77,2,2,95.6,No
0.3,77,3,2,95.6,No
0.3,77,3,2,95.6,No
0.3,77,2,2,95.6,No
0.3,77,3,2,95.6,No
0.3,77,2,2,95.6,No
0.3,77,3,2,95.6,No
3,77,1,15,95.6,No
3,77,-1,15,95.6,No
3,77,10,15,95.6,No
2.3,40,9,9,96.6,No
2.3,40,14,9,96.6,No
2.3,40,16,9,96.6,No
2.7,40,12,12,96.6,No
2.7,40,3,12,96.6,No
2.7,40,-1,12,96.6,No
1.7,40,-5,6,96.6,No
1.7,40,-5,6,96.6,No
1.7,40,-5,6,96.6,No
0.7,40,-4,3,96.6,No
0.7,40,-3,3,96.6,No
0.7,40,-2,3,96.6,No
0.3,40,-1,2,96.6,No
0.3,40,-1,2,96.6,No
0.3,40,0,2,96.6,No
0.7,40,-1,3,96.6,No
0.7,40,0,3,96.6,No
0.7,40,1,3,96.6,No
1.7,40,3,6,96.6,No
1.7,40,9,6,96.6,No
1.7,40,7,6,96.6,No
0.7,40,3,3,96.6,No
0.7,40,-2,3,96.6,No
0.7,40,-4,3,96.6,No
0.7,55,-1,3,100.2,No
0.7,55,1,3,100.2,No
0.7,55,3,3,100.2,No
0.7,55,4,3,100.2,No
0.7,55,6,3,100.2,No
0.7,55,7,3,100.2,No
1.3,55,3,5,100.2,No
1.3,55,-2,5,100.2,No
1.3,55,-9,5,100.2,No
1,55,-5,4,100.2,No
1,55,0,4,100.2,No
1,55,7,4,100.2,No
1,55,14,4,100.2,No
1,55,14,4,100.2,No
1,55,18,4,100.2,No
1.7,55,15,6,100.2,No
1.7,55,12,6,100.2,No
1.7,55,9,6,100.2,No
1,55,17,4,100.2,No
1,55,19,4,100.2,No
1,55,16,4,100.2,No
2,55,1,7,100.2,No
2,55,1,7,100.2,No
2,55,1,7,100.2,No
0.3,67,0,2,103.3,No
0.3,67,3,2,103.3,No
0.3,67,6,2,103.3,No
0.3,67,10,2,103.3,No
0.3,67,12,2,103.3,No
0.3,67,14,2,103.3,No
0.7,67,11,3,103.3,No
0.7,67,6,3,103.3,No
0.7,67,5,3,103.3,No
1.3,67,3,5,103.3,No
1.3,67,1,5,103.3,No
1.3,67,0,5,103.3,No
2.3,67,-3,9,103.3,No
2.3,67,-4,9,103.3,No
2.3,67,-6,9,103.3,No
1,67,-7,4,103.3,No
1,67,-2,4,103.3,No
1,67,2,4,103.3,No
0.7,67,1,3,103.3,No
0.7,67,-2,3,103.3,No
0.7,67,-1,3,103.3,No
0,67,-1,0,103.3,No
0,67,0,0,103.3,No
0,67,0,0,103.3,No
1,67,-2,4,107.6,No
1,67,3,4,107.6,No
1,67,6,4,107.6,No
0.3,67,7,2,107.6,No
0.3,67,5,2,107.6,No
0.3,67,3,2,107.6,No
0,67,1,0,107.6,No
0,67,1,0,107.6,No
0,67,2,0,107.6,No
0.3,67,4,2,107.6,No
0.3,67,5,2,107.6,No
0.3,67,4,2,107.6,No
0.7,67,3,3,107.6,No
0.7,67,2,3,107.6,No
0.7,67,2,3,107.6,No
0.7,67,2,3,107.6,No
0.7,67,3,3,107.6,No
0.7,67,3,3,107.6,No
1.3,67,4,5,107.6,No
1.3,67,3,5,107.6,No
1.3,67,6,5,107.6,No
0.7,67,6,3,107.6,No
0.7,67,5,3,107.6,No
0.7,67,5,3,107.6,No
1,71,6,4,118.4,No
1,71,6,4,118.4,No
1,71,11,4,118.4,No
1.3,71,14,5,118.4,No
1.3,71,10,5,118.4,No
1.3,71,7,5,118.4,No
0.7,71,5,3,118.4,No
0.7,71,7,3,118.4,No
0.7,71,9,3,118.4,No
1,71,9,4,118.4,No
1,71,8,4,118.4,No
1,71,4,4,118.4,No
2.7,71,3,12,118.4,No
2.7,71,0,12,118.4,No
2.7,71,-3,12,118.4,No
2.3,71,-5,9,118.4,No
2.3,71,-4,9,118.4,No
2.3,71,2,9,118.4,No
1,71,7,4,118.4,No
1,71,6,4,118.4,No
1,71,0,4,118.4,No
0.7,71,-5,3,118.4,No
0.7,71,-2,3,118.4,No
0.7,71,-1,3,118.4,No
2.7,93,2,12,129.9,No
2.7,93,2,12,129.9,No
2.7,93,3,12,129.9,No
1.3,93,7,5,129.9,No
1.3,93,10,5,129.9,No
1.3,93,6,5,129.9,No
1,93,2,4,129.9,No
1,93,0,4,129.9,No
1,93,3,4,129.9,No
0.7,93,3,3,129.9,No
0.7,93,2,3,129.9,No
0.7,93,1,3,129.9,No
0.7,93,1,3,129.9,No
0.7,93,3,3,129.9,No
0.7,93,4,3,129.9,No
0.3,93,4,2,129.9,No
0.3,93,5,2,129.9,No
0.3,93,9,2,129.9,No
1.7,93,13,6,129.9,No
1.7,93,18,6,129.9,No
1.7,93,16,6,129.9,No
3,93,14,15,129.9,No
3,93,12,15,129.9,No
3,93,8,15,129.9,No
3,132,-2,15,145.2,No
3,132,-5,15,145.2,No
3,132,1,15,145.2,No
1,132,3,4,145.2,No
1,132,5,4,145.2,No
1,132,5,4,145.2,No
0.7,132,5,3,145.2,No
0.7,132,5,3,145.2,No
0.7,132,5,3,145.2,No
0.3,132,7,2,145.2,No
0.3,132,10,2,145.2,No
0.3,132,11,2,145.2,No
0.7,132,7,3,145.2,No
0.7,132,6,3,145.2,No
0.7,132,5,3,145.2,No
1.3,132,5,5,145.2,No
1.3,132,3,5,145.2,No
1.3,132,1,5,145.2,No
1,132,4,4,145.2,No
1,132,7,4,145.2,No
1,132,6,4,145.2,No
0.7,132,6,3,145.2,No
0.7,132,1,3,145.2,No
0.7,132,-4,3,145.2,No
0.7,134,-5,3,156.9,No
0.7,134,-1,3,156.9,No
0.7,134,4,3,156.9,No
1.3,134,4,5,156.9,No
1.3,134,2,5,156.9,No
1.3,134,3,5,156.9,No
0.7,134,4,3,156.9,No
0.7,134,3,3,156.9,No
0.7,134,2,3,156.9,No
0.3,134,0,2,156.9,No
0.3,134,1,2,156.9,No
0.3,134,4,2,156.9,No
0.3,134,8,2,156.9,No
0.3,134,10,2,156.9,No
0.3,134,12,2,156.9,No
0.7,134,10,3,156.9,No
0.7,134,11,3,156.9,No
0.7,134,11,3,156.9,No
0.3,134,9,2,156.9,No
0.3,134,4,2,156.9,No
0.3,134,2,2,156.9,No
0.3,134,2,2,156.9,No
0.3,134,1,2,156.9,No
0.3,134,4,2,156.9,No
0,145,8,0,175.1,No
0,145,12,0,175.1,No
0,145,14,0,175.1,No
1,145,15,4,175.1,No
1,145,16,4,175.1,No
1,145,12,4,175.1,No
1.3,145,11,5,175.1,No
1.3,145,11,5,175.1,No
1.3,145,10,5,175.1,No
1,145,11,4,175.1,No
1,145,11,4,175.1,No
1,145,11,4,175.1,No
1,145,9,4,175.1,No
1,145,11,4,175.1,No
1,145,14,4,175.1,No
1.7,145,16,6,175.1,No
1.7,145,15,6,175.1,No
1.7,145,13,6,175.1,No
0.7,145,11,3,175.1,No
0.7,145,11,3,175.1,No
0.7,145,12,3,175.1,No
0.7,145,11,3,175.1,No
0.7,145,12,3,175.1,No
0.7,145,14,3,175.1,No
2,167,19,7,184.1,No
2,167,32,7,184.1,No
2,167,32,7,184.1,No
2,167,27,7,184.1,No
2,167,16,7,184.1,No
2,167,4,7,184.1,No
2,167,-2,7,184.1,No
2,167,-11,7,184.1,No
2,167,-13,7,184.1,No
2,167,-7,7,184.1,No
2,167,-12,7,184.1,No
2,167,-12,7,184.1,No
1.7,167,-15,6,184.1,No
1.7,167,-14,6,184.1,No
1.7,167,-10,6,184.1,No
0.7,167,-9,3,184.1,No
0.7,167,-8,3,184.1,No
0.7,167,-7,3,184.1,No
0.3,167,-6,2,184.1,No
0.3,167,-8,2,184.1,No
0.3,167,-9,2,184.1,No
0.3,167,-6,2,184.1,No
0.3,167,-1,2,184.1,No
0.3,167,-1,2,184.1,No
1.3,172,0,5,193.9,No
1.3,172,1,5,193.9,No
1.3,172,0,5,193.9,No
1,172,0,4,193.9,No
1,172,1,4,193.9,No
1,172,1,4,193.9,No
1.3,172,-1,5,193.9,No
1.3,172,-3,5,193.9,No
1.3,172,-6,5,193.9,No
1.3,172,-8,5,193.9,No
1.3,172,-3,5,193.9,No
1.3,172,0,5,193.9,No
1.7,172,-2,6,193.9,No
1.7,172,-2,6,193.9,No
1.7,172,-1,6,193.9,No
0.3,172,1,2,193.9,No
0.3,172,2,2,193.9,No
0.3,172,4,2,193.9,No
0.3,172,5,2,193.9,No
0.3,172,6,2,193.9,No
0.3,172,7,2,193.9,No
0.7,172,7,3,193.9,No
0.7,172,6,3,193.9,No
0.7,172,4,3,193.9,No
0,194,4,0,199.4,No
0,194,7,0,199.4,No
0,194,7,0,199.4,No
0,194,6,0,199.4,No
0,194,5,0,199.4,No
0,194,6,0,199.4,No
0.3,194,6,2,199.4,No
0.3,194,4,2,199.4,No
0.3,194,5,2,199.4,No
0.3,194,4,2,199.4,No
0.3,194,4,2,199.4,No
0.3,194,4,2,199.4,No
0.3,194,4,2,199.4,No
0.3,194,8,2,199.4,No
0.3,194,10,2,199.4,No
0.7,194,13,3,199.4,No
0.7,194,15,3,199.4,No
0.7,194,17,3,199.4,No
2,194,17,7,199.4,No
2,194,12,7,199.4,No
2,194,9,7,199.4,No
1.3,194,7,5,199.4,No
1.3,194,9,5,199.4,No
1.3,194,8,5,199.4,No
0.7,185,7,3,207.7,No
0.7,185,6,3,207.7,No
0.7,185,6,3,207.7,No
0.3,185,6,2,207.7,No
0.3,185,9,2,207.7,No
0.3,185,8,2,207.7,No
0.3,185,8,2,207.7,No
0.3,185,7,2,207.7,No
0.3,185,7,2,207.7,No
1.3,185,7,5,207.7,No
1.3,185,6,5,207.7,No
1.3,185,14,5,207.7,No
0.7,185,12,3,207.7,No
0.7,185,13,3,207.7,No
0.7,185,16,3,207.7,No
0.7,185,17,3,207.7,No
0.7,185,17,3,207.7,No
0.7,185,18,3,207.7,No
0.7,185,19,3,207.7,No
0.7,185,19,3,207.7,No
0.7,185,18,3,207.7,No
1.3,185,17,5,207.7,No
1.3,185,14,5,207.7,No
1.3,185,10,5,207.7,No
2,197,11,7,204.5,No
2,197,12,7,204.5,No
2,197,13,7,204.5,No
0.7,197,12,3,204.5,No
0.7,197,8,3,204.5,No
0.7,197,6,3,204.5,No
0.7,197,5,3,204.5,No
0.7,197,5,3,204.5,No
0.7,197,7,3,204.5,No
1.3,197,7,5,204.5,No
1.3,197,8,5,204.5,No
1.3,197,7,5,204.5,No
2,197,4,7,204.5,No
2,197,0,7,204.5,No
2,197,2,7,204.5,No
2,197,6,7,204.5,No
2,197,7,7,204.5,No
2,197,7,7,204.5,No
1.7,197,8,6,204.5,No
1.7,197,6,6,204.5,No
1.7,197,10,6,204.5,No
0.7,197,7,3,204.5,No
0.7,197,4,3,204.5,No
0.7,197,6,3,204.5,No
1.3,183,10,5,208.1,No
1.3,183,12,5,208.1,No
1.3,183,9,5,208.1,No
1,183,6,4,208.1,No
1,183,8,4,208.1,No
1,183,9,4,208.1,No
1,183,8,4,208.1,No
1,183,6,4,208.1,No
1,183,1,4,208.1,No
1,183,3,4,208.1,No
1,183,9,4,208.1,No
1,183,10,4,208.1,No
2.3,183,10,9,208.1,No
2.3,183,9,9,208.1,No
2.3,183,10,9,208.1,No
1.7,183,14,6,208.1,No
1.7,183,19,6,208.1,No
1.7,183,18,6,208.1,No
1.7,183,15,6,208.1,No
1.7,183,8,6,208.1,No
1.7,183,2,6,208.1,No
1.7,183,-3,6,208.1,No
1.7,183,1,6,208.1,No
1.7,183,-3,6,208.1,No
1.7,162,-2,6,205,No
1.7,162,2,6,205,No
1.7,162,5,6,205,No
1.3,162,4,5,205,No
1.3,162,3,5,205,No
1.3,162,1,5,205,No
1.7,162,4,6,205,No
1.7,162,7,6,205,No
1.7,162,8,6,205,No
1,162,4,4,205,No
1,162,1,4,205,No
1,162,-2,4,205,No
1,162,-8,4,205,No
1,162,-8,4,205,No
1,162,-2,4,205,No
1.7,162,3,6,205,No
1.7,162,8,6,205,No
1.7,162,11,6,205,No
2.7,162,10,12,205,No
2.7,162,8,12,205,No
2.7,162,5,12,205,No
2.7,162,-1,12,205,No
2.7,162,-5,12,205,No
2.7,162,-8,12,205,No
3,161,-8,15,183.3,No
3,161,-14,15,183.3,No
3,161,-18,15,183.3,No
2.3,161,-23,9,183.3,No
2.3,161,-19,9,183.3,No
2.3,161,-17,9,183.3,No
1.7,161,-15,6,183.3,No
1.7,161,-12,6,183.3,No
1.7,161,-9,6,183.3,No
1,161,-7,4,183.3,No
1,161,-5,4,183.3,No
1,161,-7,4,183.3,No
1.3,161,-8,5,183.3,No
1.3,161,-9,5,183.3,No
1.3,161,-12,5,183.3,No
1.7,161,-12,6,183.3,No
1.7,161,-7,6,183.3,No
1.7,161,0,6,183.3,No
1.3,161,1,5,183.3,No
1.3,161,-1,5,183.3,No
1.3,161,-3,5,183.3,No
1.3,161,-4,5,183.3,No
1.3,161,-7,5,183.3,No
1.3,161,-6,5,183.3,No
1,144,-6,4,171.8,No
1,144,-7,4,171.8,No
1,144,-7,4,171.8,No
0.7,144,-8,3,171.8,No
0.7,144,-7,3,171.8,No
0.7,144,-3,3,171.8,No
1.3,144,-4,5,171.8,No
1.3,144,-5,5,171.8,No
1.3,144,-5,5,171.8,No
1.3,144,-7,5,171.8,No
1.3,144,-5,5,171.8,No
1.3,144,-8,5,171.8,No
1.3,144,-12,5,171.8,No
1.3,144,-12,5,171.8,No
1.3,144,-12,5,171.8,No
1.7,144,-9,6,171.8,No
1.7,144,-7,6,171.8,No
1.7,144,-5,6,171.8,No
2,144,-5,7,171.8,No
2,144,-5,7,171.8,No
2,144,-4,7,171.8,No
1.3,144,-6,5,171.8,No
1.3,144,-6,5,171.8,No
1.3,144,-3,5,171.8,No
1.3,119,3,5,149.9,No
1.3,119,8,5,149.9,No
1.3,119,7,5,149.9,No
2,119,4,7,149.9,No
2,119,-6,7,149.9,No
2,119,-12,7,149.9,No
2,119,-9,7,149.9,No
2,119,-8,7,149.9,No
2,119,-11,7,149.9,No
1.7,119,-16,6,149.9,No
1.7,119,-18,6,149.9,No
1.7,119,-22,6,149.9,No
2.3,119,-28,9,149.9,No
2.3,119,-28,9,149.9,No
2.3,119,-24,9,149.9,No
1,119,-21,4,149.9,No
1,119,-18,4,149.9,No
1,119,-16,4,149.9,No
0.3,119,-14,2,149.9,No
0.3,119,-10,2,149.9,No
0.3,119,-5,2,149.9,No
0,119,-6,0,149.9,No
0,119,-11,0,149.9,No
0,119,-11,0,149.9,No
1.3,86,-9,5,131,No
1.3,86,-7,5,131,No
1.3,86,-5,5,131,No
1.3,86,-2,5,131,No
1.3,86,-5,5,131,No
1.3,86,-9,5,131,No
0.7,86,-7,3,131,No
0.7,86,-6,3,131,No
0.7,86,-1,3,131,No
1.7,86,4,6,131,No
1.7,86,5,6,131,No
1.7,86,2,6,131,No
0.7,86,-2,3,131,No
0.7,86,-3,3,131,No
0.7,86,-2,3,131,No
0.7,86,0,3,131,No
0.7,86,1,3,131,No
0.7,86,4,3,131,No
0.7,86,4,3,131,No
0.7,86,4,3,131,No
0.7,86,4,3,131,No
2,86,7,7,131,No
2,86,5,7,131,No
2,86,2,7,131,No
0.7,62,1,3,113,No
0.7,62,7,3,113,No
0.7,62,10,3,113,No
0.3,62,6,2,113,No
0.3,62,2,2,113,No
0.3,62,3,2,113,No
1,62,6,4,113,No
1,62,9,4,113,No
1,62,14,4,113,No
1.3,62,17,5,113,No
1.3,62,24,5,113,No
1.3,62,28,5,113,No
3.3,62,31,18,113,No
3.3,62,31,18,113,No
3.3,62,37,18,113,No
3,62,46,15,113,No
3,62,39,15,113,No
3,62,32,15,113,No
2.7,62,30,12,113,No
2.7,62,24,12,113,No
2.7,62,14,12,113,No
2.3,62,9,9,113,No
2.3,62,8,9,113,No
2.3,62,13,9,113,No
1.7,18,17,6,103.9,No
1.7,18,21,6,103.9,No
1.7,18,21,6,103.9,No
1.7,18,20,6,103.9,No
1.7,18,16,6,103.9,No
1.7,18,16,6,103.9,No
2,18,12,7,103.9,No
2,18,6,7,103.9,No
2,18,0,7,103.9,No
2.3,18,-2,9,103.9,No
2.3,18,0,9,103.9,No
2.3,18,-3,9,103.9,No
2.3,18,-3,9,103.9,No
2.3,18,-6,9,103.9,No
2.3,18,-5,9,103.9,No
1.3,18,-6,5,103.9,No
1.3,18,-9,5,103.9,No
1.3,18,-9,5,103.9,No
1,18,-7,4,103.9,No
1,18,-7,4,103.9,No
1,18,-4,4,103.9,No
1.3,18,-2,5,103.9,No
1.3,18,-2,5,103.9,No
1.3,18,-3,5,103.9,No
0.7,10,-2,3,95.1,No
0.7,10,-2,3,95.1,No
0.7,10,-2,3,95.1,No
1,10,-3,4,95.1,No
1,10,0,4,95.1,No
1,10,-1,4,95.1,No
1.3,10,-5,5,95.1,No
1.3,10,-6,5,95.1,No
1.3,10,-3,5,95.1,No
0.3,10,0,2,95.1,No
0.3,10,1,2,95.1,No
0.3,10,0,2,95.1,No
1.3,10,-2,5,95.1,No
1.3,10,-2,5,95.1,No
1.3,10,1,5,95.1,No
1,10,3,4,95.1,No
1,10,3,4,95.1,No
1,10,5,4,95.1,No
1.3,10,3,5,95.1,No
1.3,10,3,5,95.1,No
1.3,10,6,5,95.1,No
0.7,10,5,3,95.1,No
0.7,10,3,3,95.1,No
0.7,10,4,3,95.1,No
0.3,0,7,2,91.5,No
0.3,0,8,2,91.5,No
0.3,0,7,2,91.5,No
1,0,6,4,91.5,No
1,0,4,4,91.5,No
1,0,4,4,91.5,No
1,0,6,4,91.5,No
1,0,4,4,91.5,No
1,0,3,4,91.5,No
0.3,0,5,2,91.5,No
0.3,0,5,2,91.5,No
0.3,0,4,2,91.5,No
0.7,0,0,3,91.5,No
0.7,0,2,3,91.5,No
0.7,0,1,3,91.5,No
0.7,0,1,3,91.5,No
0.7,0,1,3,91.5,No
0.7,0,3,3,91.5,No
1.7,0,3,6,91.5,No
1.7,0,2,6,91.5,No
1.7,0,4,6,91.5,No
1,0,4,4,91.5,No
1,0,3,4,91.5,No
1,0,2,4,91.5,No
0.7,15,-2,3,91.4,No
0.7,15,-3,3,91.4,No
0.7,15,-3,3,91.4,No
0.7,15,-2,3,91.4,No
0.7,15,-2,3,91.4,No
0.7,15,0,3,91.4,No
0.7,15,-1,3,91.4,No
0.7,15,-1,3,91.4,No
0.7,15,1,3,91.4,No
0.7,15,3,3,91.4,No
0.7,15,3,3,91.4,No
0.7,15,3,3,91.4,No
0.3,15,2,2,91.4,No
0.3,15,1,2,91.4,No
0.3,15,0,2,91.4,No
0,15,2,0,91.4,No
0,15,4,0,91.4,No
0,15,4,0,91.4,No
0,15,2,0,91.4,No
0,15,-1,0,91.4,No
0,15,-2,0,91.4,No
0.3,15,-1,2,91.4,No
0.3,15,1,2,91.4,No
0.3,15,3,2,91.4,No
0,35,4,0,88.9,No
0,35,4,0,88.9,No
0,35,4,0,88.9,No
0.3,35,3,2,88.9,No
0.3,35,2,2,88.9,No
0.3,35,2,2,88.9,No
0.3,35,3,2,88.9,No
0.3,35,2,2,88.9,No
0.3,35,4,2,88.9,No
1,35,4,4,88.9,No
1,35,5,4,88.9,No
1,35,4,4,88.9,No
0.3,35,4,2,88.9,No
0.3,35,2,2,88.9,No
0.3,35,0,2,88.9,No
0,35,1,0,88.9,No
0,35,0,0,88.9,No
0,35,0,0,88.9,No
0,35,2,0,88.9,No
0,35,4,0,88.9,No
0,35,7,0,88.9,No
0,35,9,0,88.9,No
0,35,7,0,88.9,No
0,35,9,0,88.9,No
0.7,35,12,3,89.9,No
0.7,35,13,3,89.9,No
0.7,35,11,3,89.9,No
0.3,35,9,2,89.9,No
0.3,35,5,2,89.9,No
0.3,35,5,2,89.9,No
0.3,35,5,2,89.9,No
0.3,35,7,2,89.9,No
0.3,35,8,2,89.9,No
0,35,8,0,89.9,No
0,35,9,0,89.9,No
