Kp,R,Dst,ap,F107,RSF
1.3,79,-23,5,112.1,No
1,79,-20,4,112.1,No
1,79,-15,4,112.1,No
1,79,-13,4,112.1,No
1,79,-13,4,112.1,No
1,79,-14,4,112.1,No
1,79,-14,4,112.1,No
1.3,79,-12,5,112.1,No
1.3,79,-8,5,112.1,No
1.3,79,-10,5,112.1,No
1,79,-11,4,112.1,No
1,79,-12,4,112.1,No
1,79,-15,4,112.1,No
1.3,79,-18,5,112.1,No
1.3,79,-20,5,112.1,No
1.3,79,-20,5,112.1,No
1,79,-21,4,112.1,No
1,79,-23,4,112.1,No
1,79,-24,4,112.1,No
1.3,76,-26,5,112.3,No
1.3,76,-25,5,112.3,No
1.3,76,-24,5,112.3,No
3,76,-18,15,112.3,No
3,76,-15,15,112.3,No
3,76,-12,15,112.3,No
3,76,-12,15,112.3,No
3,76,-15,15,112.3,No
3,76,-20,15,112.3,No
3,76,-17,15,112.3,No
3,76,-15,15,112.3,No
3,76,-17,15,112.3,No
3.7,76,-19,22,112.3,No
3.7,76,-22,22,112.3,No
3.7,76,-21,22,112.3,No
5,76,-13,48,112.3,No
5,76,-20,48,112.3,Yes
5,76,-17,48,112.3,No
4,76,-20,27,112.3,No
4,76,-37,27,112.3,No
4,76,-45,27,112.3,No
4.7,76,-55,39,112.3,No
4.7,76,-62,39,112.3,No
4.7,76,-60,39,112.3,No
5,48,-64,48,113.1,No
5,48,-69,48,113.1,No
5,48,-78,48,113.1,No
5.7,48,-68,67,113.1,No
5.7,48,-76,67,113.1,No
5.7,48,-78,67,113.1,No
4.7,48,-74,39,113.1,No
4.7,48,-73,39,113.1,No
4.7,48,-56,39,113.1,No
4,48,-52,27,113.1,No
4,48,-49,27,113.1,No
4,48,-40,27,113.1,No
3,48,-43,15,113.1,No
3,48,-46,15,113.1,No
3,48,-43,15,113.1,No
2.3,48,-47,9,113.1,No
2.3,48,-44,9,113.1,No
2.3,48,-39,9,113.1,No
1.7,48,-38,6,113.1,No
1.7,48,-34,6,113.1,No
1.7,48,-30,6,113.1,No
1.3,48,-28,5,113.1,No
1.3,48,-26,5,113.1,No
1.3,48,-24,5,113.1,No
2.3,26,-24,9,106.3,No
2.3,26,-26,9,106.3,No
2.3,26,-27,9,106.3,No
3,26,-26,15,106.3,No
3,26,-21,15,106.3,No
3,26,-23,15,106.3,No
3,26,-18,15,106.3,No
3,26,-19,15,106.3,No
3,26,-11,15,106.3,No
2.3,26,-7,9,106.3,No
2.3,26,-8,9,106.3,No
2.3,26,-17,9,106.3,No
1,26,-16,4,106.3,No
1,26,-17,4,106.3,No
1,26,-17,4,106.3,No
0.3,26,-20,2,106.3,No
0.3,26,-19,2,106.3,No
0.3,26,-17,2,106.3,No
0.3,26,-13,2,106.3,No
0.3,26,-14,2,106.3,Yes
0.3,26,-14,2,106.3,No
1,26,-14,4,106.3,No
1,26,-14,4,106.3,No
1,26,-16,4,106.3,No
1,35,-14,4,99,No
1,35,-13,4,99,No
1,35,-8,4,99,No
1.3,35,-6,5,99,No
1.3,35,-3,5,99,No
1.3,35,0,5,99,No
1.3,35,-1,5,99,No
1.3,35,-1,5,99,No
1.3,35,0,5,99,No
1,35,0,4,99,No
1,35,0,4,99,No
1,35,-2,4,99,No
2.3,35,0,9,99,No
2.3,35,-3,9,99,Yes
2.3,35,-7,9,99,Yes
2.7,35,-14,12,99,Yes
2.7,35,-17,12,99,Yes
2.7,35,-21,12,99,Yes
2.3,35,-12,9,99,Yes
2.3,35,-10,9,99,Yes
2.3,35,-6,9,99,Yes
2.3,35,-9,9,99,Yes
2.3,35,-11,9,99,No
2.3,35,-10,9,99,No
2.3,26,-10,9,96.2,No
2.3,26,-14,9,96.2,No
2.3,26,-18,9,96.2,No
3.3,26,-17,18,96.2,No
3.3,26,-19,18,96.2,No
3.3,26,-18,18,96.2,No
3.3,26,-15,18,96.2,No
3.3,26,-14,18,96.2,No
3.3,26,-10,18,96.2,No
2.7,26,-12,12,96.2,No
2.7,26,-9,12,96.2,No
2.7,26,-11,12,96.2,No
2.3,26,-12,9,96.2,No
2.3,26,-14,9,96.2,No
2.3,26,-10,9,96.2,No
2,26,-13,7,96.2,No
2,26,-9,7,96.2,No
2,26,-8,7,96.2,No
1.7,26,-8,6,96.2,No
1.7,26,-11,6,96.2,No
1.7,26,-12,6,96.2,No
0.3,26,-14,2,96.2,No
0.3,26,-14,2,96.2,No
0.3,26,-12,2,96.2,No
0.3,16,-11,2,92.3,No
0.3,16,-9,2,92.3,No
0.3,16,-9,2,92.3,No
0.3,16,-9,2,92.3,No
0.3,16,-11,2,92.3,No
0.3,16,-10,2,92.3,No
0.3,16,-10,2,92.3,No
0.3,16,-7,2,92.3,No
0.3,16,-7,2,92.3,No
1,16,-8,4,92.3,No
1,16,-7,4,92.3,No
1,16,-6,4,92.3,No
2.7,16,-9,12,92.3,No
2.7,16,-9,12,92.3,No
2.7,16,-14,12,92.3,No
2.3,16,-16,9,92.3,No
2.3,16,-17,9,92.3,No
2.3,16,-15,9,92.3,No
1.3,16,-19,5,92.3,No
1.3,16,-16,5,92.3,Yes
1.3,16,-14,5,92.3,Yes
1.3,16,-14,5,92.3,Yes
1.3,16,-13,5,92.3,Yes
1.3,16,-12,5,92.3,No
1,29,-16,4,96.2,No
1,29,-15,4,96.2,No
1,29,-11,4,96.2,No
1.3,29,-11,5,96.2,No
1.3,29,-13,5,96.2,No
1.3,29,-12,5,96.2,No
1,29,-12,4,96.2,No
1,29,-14,4,96.2,No
1,29,-13,4,96.2,No
1,29,-14,4,96.2,No
1,29,-11,4,96.2,No
1,29,-11,4,96.2,No
1,29,-11,4,96.2,Yes
1,29,-12,4,96.2,Yes
1,29,-13,4,96.2,Yes
0.7,29,-13,3,96.2,Yes
0.7,29,-10,3,96.2,Yes
0.7,29,-10,3,96.2,Yes
0.3,29,-9,2,96.2,Yes
0.3,29,-8,2,96.2,Yes
0.3,29,-7,2,96.2,No
1,29,-9,4,96.2,No
1,29,-8,4,96.2,No
1,29,-10,4,96.2,No
1.7,51,-15,6,102,No
1.7,51,-18,6,102,No
1.7,51,-14,6,102,No
1,51,-10,4,102,No
1,51,-6,4,102,No
1,51,-5,4,102,No
0,51,-3,0,102,No
0,51,-3,0,102,No
0,51,-5,0,102,No
0.3,51,-6,2,102,No
0.3,51,-5,2,102,No
0.3,51,-4,2,102,No
0.3,51,-6,2,102,No
0.3,51,-8,2,102,No
0.3,51,-9,2,102,No
0.3,51,-11,2,102,No
0.3,51,-9,2,102,No
0.3,51,-8,2,102,No
0.3,51,-7,2,102,No
0.3,51,-6,2,102,No
0.3,51,-5,2,102,No
0.7,51,-5,3,102,No
0.7,51,-6,3,102,No
0.7,51,-6,3,102,No
1,64,-5,4,112.6,No
1,64,-5,4,112.6,No
1,64,-5,4,112.6,No
0.3,64,-5,2,112.6,No
0.3,64,-5,2,112.6,No
0.3,64,-6,2,112.6,No
0.3,64,-6,2,112.6,No
0.3,64,-6,2,112.6,No
0.3,64,-4,2,112.6,No
1,64,-4,4,112.6,No
1,64,0,4,112.6,No
1,64,-1,4,112.6,No
0.3,64,0,2,112.6,No
0.3,64,3,2,112.6,No
0.3,64,5,2,112.6,No
0.3,64,5,2,112.6,Yes
0.3,64,6,2,112.6,Yes
0.3,64,6,2,112.6,Yes
1,64,4,4,112.6,Yes
1,64,1,4,112.6,No
1,64,0,4,112.6,No
1.3,64,0,5,112.6,No
1.3,64,-3,5,112.6,No
1.3,64,-6,5,112.6,No
1.7,95,-8,6,114.5,No
1.7,95,-3,6,114.5,No
1.7,95,0,6,114.5,No
0.7,95,2,3,114.5,No
0.7,95,4,3,114.5,No
0.7,95,9,3,114.5,No
1.3,95,10,5,114.5,No
1.3,95,4,5,114.5,No
1.3,95,2,5,114.5,No
1,95,-1,4,114.5,No
1,95,-2,4,114.5,No
1,95,-5,4,114.5,No
0.3,95,-8,2,114.5,No
0.3,95,-11,2,114.5,No
0.3,95,-11,2,114.5,No
0.7,95,-10,3,114.5,No
0.7,95,-8,3,114.5,No
0.7,95,-8,3,114.5,No
0.3,95,-4,2,114.5,No
0.3,95,-2,2,114.5,No
0.3,95,-4,2,114.5,No
1,95,-6,4,114.5,No
1,95,-8,4,114.5,No
1,95,-7,4,114.5,No
0.3,104,-6,2,119.7,No
0.3,104,-4,2,119.7,No
0.3,104,0,2,119.7,No
0,104,2,0,119.7,No
0,104,1,0,119.7,No
0,104,2,0,119.7,No
0,104,0,0,119.7,No
0,104,1,0,119.7,No
0,104,1,0,119.7,No
0.7,104,2,3,119.7,No
0.7,104,1,3,119.7,No
0.7,104,1,3,119.7,No
0.3,104,2,2,119.7,No
0.3,104,0,2,119.7,No
0.3,104,-1,2,119.7,No
0.3,104,-1,2,119.7,No
0.3,104,-2,2,119.7,No
0.3,104,-4,2,119.7,No
0.7,104,-6,3,119.7,No
0.7,104,-7,3,119.7,No
0.7,104,-4,3,119.7,No
0.3,104,-2,2,119.7,No
0.3,104,1,2,119.7,No
0.3,104,2,2,119.7,No
0.3,111,2,2,127.8,No
0.3,111,3,2,127.8,No
0.3,111,-2,2,127.8,No
1,111,-4,4,127.8,No
1,111,-5,4,127.8,No
1,111,-6,4,127.8,No
1,111,-6,4,127.8,No
1,111,-7,4,127.8,No
1,111,-5,4,127.8,No
0.7,111,-6,3,127.8,No
0.7,111,-7,3,127.8,No
0.7,111,-8,3,127.8,No
0.7,111,-10,3,127.8,No
0.7,111,-11,3,127.8,No
0.7,111,-10,3,127.8,No
0.3,111,-10,2,127.8,No
0.3,111,-8,2,127.8,No
0.3,111,-4,2,127.8,No
0.7,111,-4,3,127.8,No
0.7,111,-2,3,127.8,Yes
0.7,111,-1,3,127.8,Yes
0.7,111,-1,3,127.8,No
0.7,111,2,3,127.8,No
0.7,111,8,3,127.8,No
0.7,113,9,3,128.8,No
0.7,113,7,3,128.8,No
0.7,113,0,3,128.8,No
1.3,113,-7,5,128.8,No
1.3,113,-14,5,128.8,No
1.3,113,-15,5,128.8,No
0.7,113,-12,3,128.8,No
0.7,113,-10,3,128.8,No
0.7,113,-9,3,128.8,No
0.3,113,-8,2,128.8,No
0.3,113,-10,2,128.8,No
0.3,113,-11,2,128.8,No
0.7,113,-14,3,128.8,No
0.7,113,-13,3,128.8,No
0.7,113,-14,3,128.8,Yes
1,113,-14,4,128.8,Yes
1,113,-15,4,128.8,Yes
1,113,-14,4,128.8,Yes
1.3,113,-15,5,128.8,Yes
1.3,113,-13,5,128.8,No
1.3,113,-11,5,128.8,No
0.7,113,-12,3,128.8,No
0.7,113,-9,3,128.8,No
0.7,113,0,3,128.8,No
1.3,123,5,5,127.4,No
1.3,123,3,5,127.4,No
1.3,123,-3,5,127.4,No
1.3,123,-7,5,127.4,No
1.3,123,-6,5,127.4,No
1.3,123,-5,5,127.4,No
0.3,123,-4,2,127.4,No
0.3,123,-1,2,127.4,No
0.3,123,0,2,127.4,No
0.3,123,1,2,127.4,No
0.3,123,0,2,127.4,No
0.3,123,-2,2,127.4,No
1,123,-7,4,127.4,No
1,123,-10,4,127.4,No
1,123,-10,4,127.4,No
1,123,-9,4,127.4,No
1,123,-6,4,127.4,No
1,123,-4,4,127.4,No
1,123,-2,4,127.4,No
1,123,-3,4,127.4,Yes
1,123,-5,4,127.4,Yes
2,123,-4,7,127.4,No
2,123,0,7,127.4,No
2,123,6,7,127.4,No
2.3,129,1,9,130.5,No
2.3,129,-8,9,130.5,No
2.3,129,-10,9,130.5,No
1.7,129,-9,6,130.5,No
1.7,129,-11,6,130.5,No
1.7,129,-10,6,130.5,No
1,129,-7,4,130.5,No
1,129,-3,4,130.5,No
1,129,-1,4,130.5,No
1.7,129,3,6,130.5,No
1.7,129,2,6,130.5,No
1.7,129,5,6,130.5,No
2,129,3,7,130.5,No
2,129,-4,7,130.5,No
2,129,-10,7,130.5,Yes
2.3,129,-12,9,130.5,Yes
2.3,129,-12,9,130.5,Yes
2.3,129,-9,9,130.5,Yes
4.3,129,-6,32,130.5,Yes
4.3,129,-7,32,130.5,Yes
4.3,129,-10,32,130.5,Yes
3.3,129,-12,18,130.5,No
3.3,129,-7,18,130.5,No
3.3,129,-9,18,130.5,No
4,139,-11,27,137.6,No
4,139,-21,27,137.6,No
4,139,-23,27,137.6,No
3.7,139,-18,22,137.6,No
3.7,139,-18,22,137.6,No
3.7,139,-18,22,137.6,No
2.7,139,-18,12,137.6,No
2.7,139,-17,12,137.6,No
2.7,139,-17,12,137.6,No
2.7,139,-15,12,137.6,No
2.7,139,-17,12,137.6,No
2.7,139,-16,12,137.6,No
3,139,-16,15,137.6,No
3,139,-17,15,137.6,No
3,139,-17,15,137.6,No
3,139,-13,15,137.6,No
3,139,-8,15,137.6,No
3,139,-5,15,137.6,No
3.7,139,-5,22,137.6,No
3.7,139,-10,22,137.6,No
3.7,139,-14,22,137.6,No
3,139,-27,15,137.6,No
3,139,-25,15,137.6,No
3,139,-21,15,137.6,No
3.3,137,-17,18,134.2,No
3.3,137,-20,18,134.2,No
3.3,137,-20,18,134.2,No
3,137,-21,15,134.2,No
3,137,-18,15,134.2,No
3,137,-20,15,134.2,No
3,137,-18,15,134.2,No
3,137,-18,15,134.2,No
3,137,-17,15,134.2,No
2.7,137,-18,12,134.2,No
2.7,137,-22,12,134.2,No
2.7,137,-25,12,134.2,No
2,137,-25,7,134.2,No
2,137,-24,7,134.2,No
2,137,-22,7,134.2,Yes
2.3,137,-23,9,134.2,Yes
2.3,137,-22,9,134.2,No
2.3,137,-24,9,134.2,Yes
3.3,137,-24,18,134.2,Yes
3.3,137,-29,18,134.2,Yes
3.3,137,-32,18,134.2,Yes
2.7,137,-30,12,134.2,Yes
2.7,137,-26,12,134.2,No
2.7,137,-21,12,134.2,No
3.3,118,-19,18,132.4,No
3.3,118,-19,18,132.4,No
3.3,118,-18,18,132.4,No
4,118,-22,27,132.4,No
4,118,-20,27,132.4,No
4,118,-19,27,132.4,No
3.7,118,-23,22,132.4,No
3.7,118,-17,22,132.4,No
3.7,118,-16,22,132.4,No
2.7,118,-28,12,132.4,No
2.7,118,-32,12,132.4,No
2.7,118,-32,12,132.4,No
2,118,-27,7,132.4,No
2,118,-23,7,132.4,No
2,118,-25,7,132.4,No
3.7,118,-27,22,132.4,No
3.7,118,-26,22,132.4,No
3.7,118,-28,22,132.4,No
3.3,118,-25,18,132.4,No
3.3,118,-25,18,132.4,Yes
3.3,118,-23,18,132.4,Yes
3,118,-29,15,132.4,Yes
3,118,-37,15,132.4,No
3,118,-38,15,132.4,No
3,108,-33,15,124.6,No
3,108,-27,15,124.6,No
3,108,-25,15,124.6,No
3,108,-28,15,124.6,No
3,108,-32,15,124.6,No
3,108,-33,15,124.6,No
2.3,108,-25,9,124.6,No
2.3,108,-19,9,124.6,No
2.3,108,-18,9,124.6,No
2.3,108,-28,9,124.6,No
2.3,108,-33,9,124.6,No
2.3,108,-36,9,124.6,No
3.7,108,-36,22,124.6,No
3.7,108,-30,22,124.6,No
3.7,108,-27,22,124.6,No
4,108,-31,27,124.6,No
4,108,-31,27,124.6,No
4,108,-32,27,124.6,No
4.3,108,-36,32,124.6,No
4.3,108,-44,32,124.6,No
4.3,108,-40,32,124.6,No
2.7,108,-46,12,124.6,No
2.7,108,-49,12,124.6,No
2.7,108,-49,12,124.6,No
3,77,-40,15,112.9,No
3,77,-35,15,112.9,No
3,77,-35,15,112.9,No
2.3,77,-36,9,112.9,No
2.3,77,-34,9,112.9,No
2.3,77,-30,9,112.9,No
1.7,77,-27,6,112.9,No
1.7,77,-25,6,112.9,No
1.7,77,-22,6,112.9,No
1,77,-21,4,112.9,No
1,77,-26,4,112.9,No
1,77,-28,4,112.9,No
0.3,77,-30,2,112.9,No
0.3,77,-29,2,112.9,No
0.3,77,-25,2,112.9,No
1.3,77,-22,5,112.9,No
1.3,77,-19,5,112.9,No
1.3,77,-15,5,112.9,No
1.3,77,-15,5,112.9,Yes
1.3,77,-18,5,112.9,Yes
1.3,77,-21,5,112.9,Yes
1.7,77,-23,6,112.9,Yes
1.7,77,-19,6,112.9,No
1.7,77,-18,6,112.9,No
0.3,60,-18,2,110.1,No
0.3,60,-18,2,110.1,No
0.3,60,-14,2,110.1,No
0.3,60,-11,2,110.1,No
0.3,60,-9,2,110.1,No
0.3,60,-8,2,110.1,No
0.3,60,-6,2,110.1,No
0.3,60,-5,2,110.1,No
0.3,60,-7,2,110.1,No
0.3,60,-10,2,110.1,No
0.3,60,-10,2,110.1,No
0.3,60,-13,2,110.1,No
0.3,60,-13,2,110.1,No
0.3,60,-11,2,110.1,No
0.3,60,-10,2,110.1,No
1,60,-9,4,110.1,No
1,60,-11,4,110.1,No
1,60,-13,4,110.1,No
0.3,60,-10,2,110.1,Yes
0.3,60,-12,2,110.1,Yes
0.3,60,-15,2,110.1,No
0.3,60,-18,2,110.1,No
0.3,60,-19,2,110.1,No
0.3,60,-18,2,110.1,No
0.7,61,-18,3,102.9,No
0.7,61,-16,3,102.9,No
0.7,61,-13,3,102.9,No
0.3,61,-13,2,102.9,No
0.3,61,-15,2,102.9,No
0.3,61,-14,2,102.9,No
0.3,61,-11,2,102.9,No
0.3,61,-10,2,102.9,No
0.3,61,-11,2,102.9,No
0.3,61,-13,2,102.9,No
0.3,61,-14,2,102.9,No
0.3,61,-15,2,102.9,No
3.3,61,-14,18,102.9,No
3.3,61,-13,18,102.9,Yes
3.3,61,-6,18,102.9,Yes
2,61,4,7,102.9,Yes
2,61,0,7,102.9,Yes
2,61,-2,7,102.9,Yes
2,61,0,7,102.9,No
2,61,-4,7,102.9,Yes
2,61,-5,7,102.9,Yes
2.7,61,-5,12,102.9,Yes
2.7,61,-5,12,102.9,Yes
2.7,61,-2,12,102.9,Yes
3.3,75,5,18,104.3,No
3.3,75,3,18,104.3,No
3.3,75,-6,18,104.3,No
3,75,-4,15,104.3,No
3,75,-13,15,104.3,No
3,75,-17,15,104.3,No
1.7,75,-15,6,104.3,No
1.7,75,-14,6,104.3,No
1.7,75,-14,6,104.3,No
2.7,75,-14,12,104.3,No
2.7,75,-16,12,104.3,No
2.7,75,-19,12,104.3,No
3.3,75,-25,18,104.3,No
3.3,75,-32,18,104.3,No
3.3,75,-36,18,104.3,No
4.7,75,-36,39,104.3,No
4.7,75,-45,39,104.3,No
4.7,75,-48,39,104.3,Yes
4.3,75,-52,32,104.3,Yes
4.3,75,-59,32,104.3,Yes
4.3,75,-67,32,104.3,Yes
4.7,75,-77,39,104.3,No
4.7,75,-82,39,104.3,No
4.7,75,-91,39,104.3,No
5.7,69,-95,67,103.6,No
5.7,69,-100,67,103.6,No
5.7,69,-100,67,103.6,No
6.3,69,-97,94,103.6,No
6.3,69,-98,94,103.6,No
6.3,69,-100,94,103.6,No
5.7,69,-102,67,103.6,No
5.7,69,-98,67,103.6,No
5.7,69,-101,67,103.6,No
5.3,69,-92,56,103.6,No
5.3,69,-97,56,103.6,No
5.3,69,-78,56,103.6,No
4.7,69,-91,39,103.6,No
4.7,69,-83,39,103.6,No
4.7,69,-74,39,103.6,No
4,69,-75,27,103.6,No
4,69,-74,27,103.6,No
4,69,-75,27,103.6,No
4.3,69,-67,32,103.6,No
4.3,69,-67,32,103.6,No
4.3,69,-70,32,103.6,No
3.7,69,-62,22,103.6,No
3.7,69,-49,22,103.6,No
3.7,69,-45,22,103.6,No
3.3,80,-47,18,106.3,No
3.3,80,-51,18,106.3,No
3.3,80,-45,18,106.3,No
2,80,-41,7,106.3,No
2,80,-43,7,106.3,No
2,80,-39,7,106.3,No
1,80,-36,4,106.3,No
1,80,-35,4,106.3,No
1,80,-34,4,106.3,No
2.7,80,-35,12,106.3,No
2.7,80,-34,12,106.3,No
2.7,80,-32,12,106.3,No
2.7,80,-34,12,106.3,No
2.7,80,-32,12,106.3,No
2.7,80,-31,12,106.3,No
2.3,80,-32,9,106.3,No
2.3,80,-33,9,106.3,No
2.3,80,-33,9,106.3,No
2.3,80,-35,9,106.3,No
2.3,80,-35,9,106.3,No
2.3,80,-39,9,106.3,No
2.7,80,-41,12,106.3,No
2.7,80,-42,12,106.3,No
2.7,80,-41,12,106.3,No
3,77,-39,15,111.4,No
3,77,-39,15,111.4,No
3,77,-40,15,111.4,No
2.3,77,-36,9,111.4,No
2.3,77,-35,9,111.4,No
2.3,77,-35,9,111.4,No
2.3,77,-35,9,111.4,No
2.3,77,-33,9,111.4,No
2.3,77,-31,9,111.4,No
1.3,77,-31,5,111.4,No
1.3,77,-31,5,111.4,No
1.3,77,-30,5,111.4,No
1,77,-30,4,111.4,No
1,77,-32,4,111.4,No
1,77,-30,4,111.4,No
0.3,77,-30,2,111.4,No
0.3,77,-30,2,111.4,No
0.3,77,-30,2,111.4,No
1,77,-27,4,111.4,No
1,77,-25,4,111.4,No
1,77,-24,4,111.4,No
0.3,77,-22,2,111.4,No
0.3,77,-19,2,111.4,No
0.3,77,-16,2,111.4,No
0.3,112,-16,2,118.1,No
0.3,112,-17,2,118.1,No
0.3,112,-19,2,118.1,No
0.7,112,-19,3,118.1,No
0.7,112,-19,3,118.1,No
0.7,112,-18,3,118.1,No
0.7,112,-16,3,118.1,No
0.7,112,-16,3,118.1,No
0.7,112,-17,3,118.1,No
0.7,112,-19,3,118.1,No
0.7,112,-20,3,118.1,No
0.7,112,-20,3,118.1,No
0.7,112,-21,3,118.1,No
0.7,112,-20,3,118.1,No
0.7,112,-19,3,118.1,No
1.3,112,-19,5,118.1,No
1.3,112,-19,5,118.1,No
1.3,112,-17,5,118.1,No
1,112,-12,4,118.1,No
1,112,-12,4,118.1,No
1,112,-11,4,118.1,No
1,112,-10,4,118.1,No
1,112,-10,4,118.1,No
1,112,-7,4,118.1,No
1,109,-9,4,128.7,No
1,109,-13,4,128.7,No
1,109,-15,4,128.7,No
0.3,109,-16,2,128.7,No
0.3,109,-16,2,128.7,No
0.3,109,-15,2,128.7,No
0.7,109,-13,3,128.7,No
0.7,109,-10,3,128.7,No
0.7,109,-11,3,128.7,No
0.7,109,-12,3,128.7,No
0.7,109,-14,3,128.7,No
0.7,109,-15,3,128.7,No
0.3,109,-16,2,128.7,No
0.3,109,-17,2,128.7,No
0.3,109,-17,2,128.7,No
1,109,-16,4,128.7,No
1,109,-13,4,128.7,No
1,109,-10,4,128.7,No
1,109,-11,4,128.7,No
1,109,-14,4,128.7,No
1,109,-12,4,128.7,No
1.7,109,-10,6,128.7,No
1.7,109,-5,6,128.7,No
1.7,109,-4,6,128.7,No
1,121,-8,4,142.3,No
1,121,-9,4,142.3,No
1,121,-8,4,142.3,No
0.3,121,-9,2,142.3,No
0.3,121,-9,2,142.3,No
0.3,121,-10,2,142.3,No
0.3,121,-8,2,142.3,No
0.3,121,-6,2,142.3,No
0.3,121,-3,2,142.3,No
0,121,-3,0,142.3,No
0,121,-2,0,142.3,No
0,121,-3,0,142.3,No
0.7,121,-4,3,142.3,No
0.7,121,-5,3,142.3,No
0.7,121,-7,3,142.3,No
1.3,121,-8,5,142.3,No
1.3,121,-7,5,142.3,No
1.3,121,-3,5,142.3,No
1.3,121,4,5,142.3,No
1.3,121,9,5,142.3,No
1.3,121,12,5,142.3,No
1.7,121,10,6,142.3,No
1.7,121,11,6,142.3,No
1.7,121,8,6,142.3,No
1.7,109,1,6,145.6,No
1.7,109,-1,6,145.6,No
1.7,109,1,6,145.6,No
2,109,0,7,145.6,No
2,109,-6,7,145.6,No
2,109,-18,7,145.6,No
1.7,109,-24,6,145.6,No
1.7,109,-21,6,145.6,No
1.7,109,-20,6,145.6,No
1.3,109,-17,5,145.6,No
1.3,109,-9,5,145.6,No
1.3,109,1,5,145.6,No
2,109,-2,7,145.6,No
2,109,-1,7,145.6,Yes
2,109,-6,7,145.6,Yes
2,109,-3,7,145.6,Yes
2,109,-1,7,145.6,No
2,109,3,7,145.6,No
3.7,109,12,22,145.6,No
3.7,109,3,22,145.6,No
3.7,109,-9,22,145.6,No
1.7,109,-10,6,145.6,No
1.7,109,-6,6,145.6,No
1.7,109,-2,6,145.6,No
3,124,-9,15,138.7,No
3,124,-23,15,138.7,No
3,124,-35,15,138.7,No
4.3,124,-46,32,138.7,No
4.3,124,-52,32,138.7,No
4.3,124,-58,32,138.7,No
4.7,124,-67,39,138.7,No
4.7,124,-72,39,138.7,No
4.7,124,-77,39,138.7,No
3.7,124,-79,22,138.7,No
3.7,124,-79,22,138.7,No
3.7,124,-78,22,138.7,No
4.7,124,-78,39,138.7,No
4.7,124,-81,39,138.7,No
4.7,124,-83,39,138.7,No
4,124,-85,27,138.7,No
4,124,-86,27,138.7,No
4,124,-85,27,138.7,No
3,124,-87,15,138.7,No
3,124,-86,15,138.7,No
3,124,-83,15,138.7,No
4,124,-82,27,138.7,No
4,124,-79,27,138.7,No
4,124,-67,27,138.7,No
4,141,-49,27,129.8,No
4,141,-47,27,129.8,No
4,141,-45,27,129.8,No
1,141,-42,4,129.8,No
1,141,-37,4,129.8,No
1,141,-33,4,129.8,No
0.3,141,-29,2,129.8,No
0.3,141,-28,2,129.8,No
0.3,141,-27,2,129.8,No
0,141,-25,0,129.8,No
0,141,-25,0,129.8,No
0,141,-23,0,129.8,No
0.7,141,-23,3,129.8,No
0.7,141,-22,3,129.8,No
0.7,141,-21,3,129.8,Yes
1,141,-19,4,129.8,Yes
1,141,-17,4,129.8,No
1,141,-14,4,129.8,No
0.7,141,-15,3,129.8,No
0.7,141,-20,3,129.8,No
0.7,141,-20,3,129.8,No
0.3,141,-19,2,129.8,No
0.3,141,-19,2,129.8,No
0.3,141,-17,2,129.8,No
0.3,122,-17,2,123.3,No
0.3,122,-15,2,123.3,No
0.3,122,-15,2,123.3,No
1.7,122,-15,6,123.3,No
1.7,122,-16,6,123.3,No
1.7,122,-18,6,123.3,No
1.7,122,-23,6,123.3,No
1.7,122,-21,6,123.3,No
1.7,122,-18,6,123.3,No
0.7,122,-16,3,123.3,No
0.7,122,-17,3,123.3,No
0.7,122,-16,3,123.3,No
0.7,122,-16,3,123.3,No
0.7,122,-15,3,123.3,No
0.7,122,-9,3,123.3,No
0.7,122,-10,3,123.3,No
0.7,122,-11,3,123.3,Yes
0.7,122,-10,3,123.3,Yes
0.7,122,-8,3,123.3,Yes
0.7,122,-7,3,123.3,Yes
0.7,122,-6,3,123.3,No
0.7,122,-8,3,123.3,No
0.7,122,-10,3,123.3,No
0.7,122,-8,3,123.3,No
0,110,-5,0,124,No
0,110,-3,0,124,No
0,110,-1,0,124,No
0.3,110,0,2,124,No
0.3,110,-1,2,124,No
0.3,110,0,2,124,No
1,110,0,4,124,No
1,110,0,4,124,No
1,110,-3,4,124,No
1.7,110,-5,6,124,No
1.7,110,-1,6,124,No
1.7,110,1,6,124,No
2.3,110,3,9,124,No
2.3,110,5,9,124,No
2.3,110,1,9,124,No
2.7,110,-2,12,124,No
2.7,110,-5,12,124,Yes
2.7,110,-2,12,124,Yes
3.3,110,-5,18,124,Yes
3.3,110,-5,18,124,No
3.3,110,-1,18,124,No
3.3,110,14,18,124,No
3.3,110,8,18,124,No
3.3,110,4,18,124,No
4.3,80,3,32,121.9,No
4.3,80,0,32,121.9,No
4.3,80,-12,32,121.9,No
4,80,-18,27,121.9,No
4,80,-29,27,121.9,No
4,80,-40,27,121.9,No
3,80,-47,15,121.9,No
3,80,-50,15,121.9,No
3,80,-51,15,121.9,No
4.3,80,-49,32,121.9,No
4.3,80,-49,32,121.9,No
4.3,80,-54,32,121.9,No
3.7,80,-49,22,121.9,No
3.7,80,-42,22,121.9,No
3.7,80,-49,22,121.9,No
4,80,-53,27,121.9,No
4,80,-53,27,121.9,No
4,80,-51,27,121.9,No
4.3,80,-52,32,121.9,No
4.3,80,-50,32,121.9,No
4.3,80,-52,32,121.9,No
3.3,80,-56,18,121.9,No
3.3,80,-53,18,121.9,No
